id,order_placed
1,0.0158825550342405
8,0.034044061235869665
10,0.013689326881095603
15,0.015519893936854288
20,0.017194633300452365
22,0.015831230802699565
27,0.03046055486723628
29,0.017590789360597436
37,0.02482632719705888
47,0.014796903188263454
48,0.01475359126812819
50,0.014890061123195906
55,0.01486940631423026
57,0.014617270214409514
58,0.016377121563857726
60,0.017642030552252188
64,0.028574904761242137
65,0.012635153711705848
67,0.024437157527267887
82,0.06895224925533189
83,0.016799655430522937
84,0.01846042535179875
88,0.02213777943404667
98,0.01842297521968687
100,0.6593573482555612
102,0.02240960491543421
103,0.01818190330424803
109,0.021570280010257733
112,0.02318596085920943
115,0.01327176008004293
116,0.0156392706512004
117,0.012601693040720533
128,0.0193119485296902
132,0.015774981258262214
133,0.014046540606924651
134,0.011954705831585068
137,0.02231202899390676
139,0.02131242163345366
140,0.015407740090268152
141,0.013622857911338868
142,0.01911116067087284
143,0.021906657429849912
144,0.012973617944099526
145,0.021668413329466406
157,0.126330469134292
159,0.058707234703780954
160,0.02439751988986294
165,0.42869876892715314
166,0.022726455526329913
167,0.022936872646224796
169,0.014711572390680524
177,0.015522016728026255
185,0.5360079919256232
186,0.15007068425962178
189,0.01342801244312976
190,0.01902055130304862
191,0.5702184139047063
192,0.15778885871209583
195,0.01813697923672149
196,0.02087144507589229
197,0.023939332336014436
204,0.01840781455635861
208,0.012929301865234352
209,0.013107211868812634
214,0.013319940192189834
216,0.6597594848512469
218,0.018633508831300393
224,0.020728629962347856
227,0.6284751883854307
235,0.22941667385548903
236,0.0156844889305769
237,0.015975689889025015
242,0.016693246594421503
253,0.10021296687829291
258,0.1790553111900395
260,0.01417588130113454
261,0.21735837158096946
263,0.21957498510252135
265,0.015020536766551816
273,0.033936374852377826
275,0.029706985099176495
277,0.17955629517209273
280,0.01649917163207428
283,0.22577668027523312
285,0.03606828707741162
286,0.019183735771629556
294,0.015688581908638557
295,0.023273819237521236
297,0.11759562281488174
299,0.17938431490005455
300,0.020768165943264517
306,0.015712776374330772
311,0.020898998231871024
316,0.019166032068437384
317,0.0213224784826416
320,0.6051295577592386
325,0.012928364426849838
328,0.013182240092425699
331,0.016429220255843077
334,0.021106048456762127
348,0.01882014937052737
350,0.021479033999381527
352,0.019026632469843274
356,0.013331837395357109
358,0.0328290582244867
363,0.019643694594123205
366,0.013034766286115053
369,0.019087989511192324
382,0.529294000706609
386,0.025881108472242356
393,0.012895720940221301
399,0.615826759353163
403,0.016721659297893987
405,0.015853064199907976
406,0.030762945806928496
408,0.020666848214757828
411,0.021214904244953217
414,0.013980930331473051
416,0.03607283302113592
421,0.020045608674798675
424,0.29033815086573705
427,0.027118281337944347
428,0.10434301377535604
429,0.021650376168610225
443,0.02193874464223208
446,0.02427272259359478
447,0.01993740421405189
448,0.014169891004854671
453,0.6190204289120591
458,0.01936052591248018
470,0.020276444352044093
475,0.0140760572753814
488,0.020062574309741985
489,0.021527465262394695
493,0.07397469600622791
497,0.07375234145184205
503,0.02191256559602596
511,0.015982501928160305
516,0.020729433793770437
517,0.662461762427825
527,0.021874950707801266
528,0.015915899820729298
533,0.022891095990887848
538,0.01665628272520524
542,0.06922964768001906
551,0.016279276890297203
552,0.02804459357333332
554,0.016999660584285863
555,0.017426593560938435
558,0.021454384764167774
559,0.019915352743878446
560,0.020308767380418813
562,0.051570012506537456
564,0.015193531346275041
577,0.021178075939938878
580,0.03492039733751337
583,0.021822063478117742
589,0.019183647716697092
592,0.6184346918766861
593,0.01922668999897539
612,0.01882836103492434
615,0.4089139888819327
619,0.017139106083268157
623,0.0160684905577247
624,0.039210559685629164
625,0.020028144588387708
631,0.01799606855590836
632,0.017635867242575303
633,0.023924299266657827
640,0.6504435017063976
644,0.6854253649032799
647,0.012979928313027711
650,0.01898920740183863
654,0.016008868517811605
659,0.024745706810109732
662,0.015512660978743249
663,0.025601796038184816
667,0.0216394268851124
673,0.0129223434237113
677,0.017479234125597393
689,0.016942170738096427
690,0.03189010523576347
692,0.018487930296370497
693,0.030965833849692332
694,0.012927158731618343
699,0.6534281976841979
712,0.020720230519349795
716,0.03279330928686932
720,0.6090537838976284
724,0.01716295495494402
727,0.6328914943080671
730,0.5709473234296292
731,0.021766222259363106
743,0.017083982566340254
744,0.01616475099966767
745,0.43136159502689725
747,0.6267814197080592
748,0.01276165567663527
753,0.019981614423012144
771,0.21723130265570267
785,0.04593410335013318
788,0.019161024180506792
791,0.03471751820804548
793,0.01638916604986476
798,0.6703605626912296
800,0.013145137636375629
804,0.020576366377592404
810,0.16236110669557743
829,0.6841333603372792
833,0.015567330806356377
834,0.026595014312737888
838,0.013572373263095997
839,0.019122550876327804
842,0.01961061294377393
845,0.021842078651221727
846,0.013477827250325232
849,0.01545950542404608
851,0.019702535554274748
856,0.021690999463890137
863,0.025495195799404624
865,0.0208476962582403
868,0.014105403722079414
871,0.013127218759937326
874,0.017720837986822894
878,0.23323852777623558
883,0.021762843159278455
884,0.021199790859037712
887,0.01581073669380911
888,0.018762008851112816
891,0.6321243054014795
892,0.019738887816671127
894,0.01605343220858838
896,0.02111220553543031
898,0.014049950227635147
904,0.014336429716195658
911,0.6087873576747205
912,0.016043893156540118
915,0.020903367137700204
921,0.07328015060140214
923,0.06985964116750726
927,0.015457051546361416
932,0.4925906582299704
935,0.014169393835584234
944,0.0418220712388254
945,0.014250750563896013
946,0.03149976280219031
949,0.013621453233365333
957,0.018465747609917555
966,0.018089457213572926
980,0.015714403164760953
986,0.6854479266735884
988,0.1984735658534744
992,0.6010838547034738
994,0.019098671042467968
1005,0.6745744013267895
1008,0.020954972315752777
1015,0.031129215040419173
1026,0.018634209833988773
