id,order_placed
1,0.016836963706843785
8,0.033703530159153
10,0.010322832227863557
15,0.015839612613569726
20,0.021400281809213342
22,0.016734099439900795
27,0.04819256804456757
29,0.023355992233980615
37,0.02936514384952136
47,0.013770196280750182
48,0.013763125735719172
50,0.013744401237792359
55,0.013589318243926906
57,0.013392749844168194
58,0.017859538260329228
60,0.02104058376902943
64,0.0420910283567059
65,0.009128950587617425
67,0.03321810662024756
82,0.05892655874793672
83,0.01852401036576008
84,0.019038464813370896
88,0.027630627455718804
98,0.01907518541043484
100,0.9549674891491389
102,0.025253841065360702
103,0.02101210738423402
109,0.028033864352104875
112,0.03093026705536625
115,0.009687140438528238
116,0.01606614494588204
117,0.009110869227059169
128,0.02588094870248531
132,0.01613261259529084
133,0.01031155658561878
134,0.00793730163961072
137,0.029775511457941835
139,0.029215143287407173
140,0.015170169059227794
141,0.009994177884244717
142,0.021613718650903828
143,0.035681334954398326
144,0.0095300542943142
145,0.02545273674539244
157,0.11661825146210707
159,0.1189067736203373
160,0.02042546635819237
165,0.7542235289949157
166,0.02949226759342107
167,0.03406050411699664
169,0.011177744516780825
177,0.015629180583007937
185,0.8434697005934478
186,0.0539738230895412
189,0.0098654813869462
190,0.024089395386940035
191,0.9057369842544175
192,0.1578973039193554
195,0.019172447847420313
196,0.022660328573676593
197,0.0356661505211054
204,0.022930049558156536
208,0.009514325640430135
209,0.009715734197255596
214,0.00965957225390615
216,0.9434255163592629
218,0.021081615211322537
224,0.019679265091144583
227,0.965771506968339
235,0.27180202772422707
236,0.016097165656710922
237,0.016439581007745695
242,0.01735009090173396
253,0.07400828695984343
258,0.2644806973713138
260,0.010896423050967085
261,0.24080248789288344
263,0.09860733071936534
265,0.013273442748890528
273,0.027613905176521104
275,0.027412069614032558
277,0.16945089740483096
280,0.014642202570833124
283,0.26792134356709996
285,0.04679200080604509
286,0.022514960385295133
294,0.015952277775728798
295,0.028012926312201012
297,0.04132702233179363
299,0.17933028066024298
300,0.027294433671776693
306,0.01607739568831111
311,0.030620785712150704
316,0.02298860634990652
317,0.029331798817032118
320,0.9159451104781211
325,0.009417350892525336
328,0.009672240005916795
331,0.018428500316871356
334,0.02397203662841418
348,0.021885963316711676
350,0.030652506133107597
352,0.019938410863304015
356,0.009495358717657765
358,0.07305203077784565
363,0.027091352501207075
366,0.00938291260895371
369,0.022344296938917693
382,0.853344826401259
386,0.040663772308841266
393,0.00962257168086315
399,0.9346546178998403
403,0.01857675128482822
405,0.013571996025247014
406,0.03164338363019418
408,0.027835620217013145
411,0.02942509393960831
414,0.009711916136731674
416,0.09477516476598319
421,0.03163550504634276
424,0.37827879561068095
427,0.020229629606562105
428,0.03749689173271671
429,0.02539072222050819
443,0.03506297359429315
446,0.027340877569945313
447,0.026716189707270764
448,0.009861782123762364
453,0.9391393105676822
458,0.02704832255774308
470,0.024183120727422926
475,0.01100427459118494
488,0.026804819746396005
489,0.035022651670057366
493,0.030596775709166114
497,0.08094155750882928
503,0.03219039333474142
511,0.01665214613685265
516,0.028598635144110693
517,0.9400519696365367
527,0.026905816867532687
528,0.016007358528509964
533,0.031121629457762916
538,0.016204998041102446
542,0.02974060572771993
551,0.016581551683443385
552,0.041101609256633406
554,0.016832623702315606
555,0.020112359948145014
558,0.029457492787632412
559,0.023278622343147353
560,0.019301709509413446
562,0.04904414168103004
564,0.01517254935777679
577,0.030268257548980777
580,0.10028409091561204
583,0.03222601289457922
589,0.018276530491551313
592,0.9365551545005368
593,0.021174559345275422
612,0.022893959355751156
615,0.6538147736966269
619,0.016460181370702327
623,0.01579970820024465
624,0.043446594429071415
625,0.028501122576758034
631,0.022549111514645594
632,0.017537421692047497
633,0.029941590909532773
640,0.9443295377353941
644,0.9553014599498797
647,0.009533516228242774
650,0.017564324886049948
654,0.01657279865421661
659,0.03416133061604286
662,0.01536850406843343
663,0.03356294613973944
667,0.028945888702192866
673,0.009428164894971457
677,0.01988503616298719
689,0.013859681863308472
690,0.04363758589756097
692,0.016554308143913288
693,0.017415446392558473
694,0.00940606465780993
699,0.9489291679045999
712,0.031848404434619025
716,0.029681132588940246
720,0.9109374734327904
724,0.017751322732624662
727,0.929810894070755
730,0.8858950110204138
731,0.03030197083302308
743,0.016277558152311394
744,0.017146665569481138
745,0.7485096200591222
747,0.934988503208473
748,0.009341977816512114
753,0.024977035094370454
771,0.18491324857420308
785,0.10505747108709772
788,0.024833793476483377
791,0.04794857889361403
793,0.01632753133007187
798,0.9692706966325286
800,0.0095870799684821
804,0.028193352988455097
810,0.0604696750555141
829,0.9676541756898032
833,0.01587805453526092
834,0.03342765169728722
838,0.00991516230060903
839,0.020232389117029626
842,0.027745201746660793
845,0.027619902986706177
