id,order_placed
1,0.2565561677656339
8,0.6705607242144141
10,0.29336237149442823
15,0.23243910516966249
20,0.3476148897520048
22,0.27006995252862837
27,0.7629141199731029
29,0.35228842789135445
37,0.6343500035126808
47,0.20128329937741915
48,0.18690807147134492
50,0.24374993727355754
55,0.2710351033899042
57,0.18663040241940068
58,0.3424696487653764
60,0.4461037679355808
64,0.7497967663264385
65,0.07605455695059164
67,0.7086515654847331
82,0.8159857084073505
83,0.3936744982720956
84,0.5110047270647036
88,0.6476413184930935
98,0.5155310671524203
100,0.9832896757293831
102,0.6401843990137731
103,0.50189852032504
109,0.6380667543164156
112,0.6792353730299715
115,0.23490969064991285
116,0.23609898399890272
117,0.0601939668871292
128,0.5379152072314389
132,0.2623002371895877
133,0.3504149981432973
134,0.09615043640876898
137,0.6625183579388257
139,0.6361197255425419
140,0.2545522670172657
141,0.2633473506023411
142,0.5487677181291127
143,0.6122368416650776
144,0.12269626685668596
145,0.6288836031406712
157,0.8415479882375375
159,0.8315318299059605
160,0.6318610182759763
165,0.9112529565063211
166,0.6698648788794214
167,0.6857756500968497
169,0.3946312856077105
177,0.2507585717774499
185,0.8986842501430162
186,0.7246024816253341
189,0.22366743945643774
190,0.5240718995574022
191,0.9377753690823875
192,0.8480548112017718
195,0.49302983771414804
196,0.6064726997795374
197,0.7061123990940629
204,0.4965960450559854
208,0.1319630532890401
209,0.18486402579980396
214,0.21773769976281043
216,0.9580519006948417
218,0.5165781805651736
224,0.5919770371039452
227,0.9715405948808532
235,0.8587065974835824
236,0.23588487774198189
237,0.3327679589986518
242,0.4026435431909192
253,0.8281362384876069
258,0.8646614277541927
260,0.3031577327485556
261,0.855511730681092
263,0.7373317676813297
265,0.3275725368580576
273,0.6979930883823937
275,0.6879903116918743
277,0.8490082531271222
280,0.4312936366951361
283,0.8588471047146866
285,0.7804407243482304
286,0.5495237808488644
294,0.2598547422863203
295,0.6660276933061685
297,0.7152687869876923
299,0.8504969606947749
300,0.6105674819431481
306,0.2449409033276796
311,0.6128390155126674
316,0.5413542889832295
317,0.6257790624153193
320,0.9347143186904726
325,0.11345624370644695
328,0.1782601859379025
331,0.31063807009972666
334,0.6134344985397284
348,0.5303211259312786
350,0.645506946744414
352,0.5271898219238116
356,0.21697494622253
358,0.7749776693864852
363,0.5385006540277066
366,0.16726382239885987
369,0.5406283349558573
382,0.9109953599159634
386,0.7230702837242445
393,0.08699404851513966
399,0.9555227705349646
403,0.36611166310380466
405,0.4091369845140959
406,0.7279044015562849
408,0.6065730620874691
411,0.6290776369360057
414,0.3394487432966342
416,0.7885433080085775
421,0.5622430306740668
424,0.8623029135177992
427,0.6334065978181235
428,0.7187212503805404
429,0.6276491467531121
443,0.6564966194629278
446,0.6671885506679112
447,0.5716670513888471
448,0.36642947707892154
453,0.9618623229859793
458,0.5248614163797977
470,0.590836252203789
475,0.2958981924748341
488,0.5809706373341096
489,0.6285490621142324
493,0.7124854056477217
497,0.8118641629616249
503,0.6600594813945008
511,0.32267820164125827
516,0.6073793059611865
517,0.9525788095023033
527,0.5981627006827982
528,0.335021092811717
533,0.6733407601441203
538,0.41451640421923147
542,0.7109164082337238
551,0.3503614715790671
552,0.7412157889982837
554,0.4091771294372685
555,0.4452105433949893
558,0.6369360056470525
559,0.5787091399953833
560,0.5824894535941415
