id,order_placed
1,0.015631358157413282
8,0.033884498907995934
10,0.01348001468546674
15,0.015273251935720782
20,0.016924844951799935
22,0.015580471879895898
27,0.030203957356483697
29,0.017313497903742155
37,0.024590547251658552
47,0.01456138707081051
48,0.014517773052628772
50,0.014655620111263168
55,0.014636371371190778
57,0.014383665086915309
58,0.01612296748561688
60,0.017378247258563562
64,0.028320857677636344
65,0.012431892221109284
67,0.024175885848585942
82,0.069011828816822
83,0.01654456251878405
84,0.018215670230187716
88,0.02187977338726324
98,0.01817787273433155
100,0.6640885833438951
102,0.022165043733540665
103,0.017923429715261358
109,0.021305259608233613
112,0.022920895380209857
115,0.013066668497474353
116,0.015391811011285084
117,0.012398391038035708
128,0.019036761991056528
132,0.015528120113478306
133,0.013840393467803119
134,0.011762908556192298
137,0.022044782956614307
139,0.021039391539792406
140,0.015165493299803772
141,0.013416729110366753
142,0.018856667312524906
143,0.021615854783900008
144,0.012767891316435194
145,0.021416357663857195
157,0.1268211204589655
159,0.05857469884041566
160,0.024197813616761515
165,0.4315644730307093
166,0.022464731030588637
167,0.02265794270861178
169,0.014501646957852679
177,0.015277059509693517
185,0.5398021655615651
186,0.1508880324328259
189,0.013221827967566857
190,0.018751628343770085
191,0.5742397035208977
192,0.15851121702227977
195,0.017888657132742222
196,0.020627221161696914
197,0.02366436600750089
204,0.018140138444387315
208,0.012723456944946724
209,0.012900349550200512
214,0.013115460033118908
216,0.664542997451844
218,0.018377647132352053
224,0.020501059900206595
227,0.6328929126397516
235,0.23068281209708785
236,0.015437130398666562
237,0.015728634818286635
242,0.01644528453935779
253,0.10052323148897305
258,0.17993658570383414
260,0.0139638104397608
261,0.21854812419569533
263,0.22098764160009604
265,0.014791720893585969
273,0.033779827758057115
275,0.029513123811789617
277,0.18045915100860005
280,0.01627150506770721
283,0.22699814029713442
285,0.03586803091451797
286,0.018925157245637213
294,0.015442424239533806
295,0.023024471517386524
297,0.11814784235186819
299,0.1802489475534715
300,0.02049948155536578
306,0.01546580407965427
311,0.020615720819457374
316,0.01890417712480828
317,0.021048080285411705
320,0.6094508769510198
325,0.012723689738962488
328,0.01297644661661436
331,0.016171501364259218
334,0.020856106066331304
348,0.01856153677428566
350,0.021201228148169958
352,0.018783700812516336
356,0.013129508783690298
358,0.03254157068015395
363,0.019365046318913323
366,0.0128314580271468
369,0.01883020259038435
382,0.5329944365230641
386,0.02560859559729204
393,0.012688178541949207
399,0.6202262603475401
403,0.016465411964515106
405,0.015628612182004748
406,0.030562442704313228
408,0.020393894012243122
411,0.020939523696965397
414,0.013781486304040845
416,0.03577576404436536
421,0.019752130651194633
424,0.2921412778247354
427,0.02694914577141943
428,0.10477359601493472
429,0.02139761004656349
443,0.021647872857351504
446,0.02403245957954137
447,0.019663416524755038
448,0.013970283107374856
453,0.6234298528149782
458,0.019081261907523715
470,0.02001831369359289
475,0.013862036999865705
488,0.019789559350738374
489,0.021234421911011166
493,0.07416156499940357
497,0.07386407128587207
503,0.021632880874508615
511,0.015733755939524967
516,0.020453457004383637
517,0.667276965415555
527,0.02162082128264533
528,0.01567151050480835
533,0.022622598728478393
538,0.01641653807039535
542,0.06938003349848437
551,0.01603328676352886
552,0.027785430910262914
554,0.016757686406540837
555,0.017166736838093076
558,0.02118088241032357
559,0.019659050225124673
560,0.02007912816413695
562,0.05149547152358015
564,0.01494934884717791
577,0.020898761655793158
580,0.034604937930288765
583,0.021539822068846845
589,0.01895201256219408
592,0.6228371532709949
593,0.018975682100967006
612,0.018564229797495647
615,0.4115965116363369
619,0.01690135226330523
623,0.015827476213701223
624,0.03905075664935844
625,0.01974678048262212
631,0.017726825922996646
632,0.017395127567257054
633,0.023670381932917622
640,0.6551394011256468
644,0.690410183965408
647,0.012774240187577203
650,0.01875966792811279
654,0.015760733636614673
659,0.02448232516132164
662,0.015269604753790338
663,0.02534851807326032
667,0.02136966454054291
673,0.01271748546330474
677,0.01722122220900995
689,0.016724813325454408
690,0.03165685752866461
692,0.01826025184806427
693,0.030837981322391045
694,0.012722770219690288
699,0.6581405463308488
712,0.02043030070715249
716,0.03262298134467258
720,0.6134194269848973
724,0.016916633618512752
727,0.6374480342367266
730,0.5749994708285202
731,0.02149204088307912
743,0.016847526218166525
744,0.015913767940175037
745,0.4342140782603431
747,0.6312819791381555
748,0.0125566354329146
753,0.019716520028622533
771,0.21844652309865614
785,0.045709797048142285
788,0.018889561888461453
791,0.034497235982585875
793,0.01614596783966219
798,0.6751582468394512
800,0.012940113587451141
804,0.020301443076248236
810,0.16327887858664833
829,0.6890632604611813
833,0.015320685215790015
834,0.02635705017999552
838,0.013366786169079888
839,0.018876710327883267
842,0.019329323035008998
845,0.021580407196110554
846,0.013274186026770367
849,0.015214405906047276
851,0.019439754196622697
856,0.02142258723378655
863,0.025260489422601298
865,0.020566574170080284
868,0.013893155478956865
871,0.012925343288811886
874,0.01746485878914362
878,0.23452210470541113
883,0.021497419933272956
884,0.020980132029369308
887,0.01558882232919143
888,0.018503784245197444
891,0.636687374526903
892,0.019506763917863785
894,0.015804466757464653
896,0.020847913941763684
898,0.01383193477627118
904,0.014125667404835927
911,0.6131618370177306
912,0.015791492224157884
915,0.020656744390076948
921,0.07334506815927838
923,0.06993774730665721
927,0.015212835879592277
932,0.49595722635941425
935,0.013957440443387712
944,0.0416550943331178
945,0.014039498163948089
946,0.03127328582155678
949,0.013416695241275764
957,0.018206201534607454
966,0.01782415363375169
980,0.015466636965929904
986,0.6903229483946856
988,0.19943289165806208
992,0.6053587572505241
994,0.01882997495232002
1005,0.6793911583295913
1008,0.020688792719024806
1015,0.030828437553595923
1026,0.01838239036798851
1027,0.020016868622603753
1035,0.65672865428859
1039,0.0155554578024801
1040,0.020392229231436007
1041,0.0207498683099065
1044,0.018553174827098028
1046,0.6135330267261215
1050,0.016954527387047506
1051,0.019752005887920226
1052,0.018898870776294107
1053,0.015785628129166333
1055,0.012739405718179497
1056,0.444200729085277
1059,0.018110426191593545
1060,0.16559155871295728
1063,0.6489986003460535
1064,0.018363677210435546
1066,0.015481117670835542
1075,0.016172492819168167
1076,0.02644810750521251
1078,0.04064576211390818
1087,0.02014464432218188
